BN,FPE,Form ID,Program #1 Code,Program #1 %,Program #1 Desc,Program #2 Code,Program #2 %,Program #2 Desc,Program #3 Code,Program #3 %,Program #3 Desc,1510,1510-BN,1510-Name,1570,1600,1800,2000,2100,2400,5030  ,5031,5032,2500,2510,2530,2540,2550,2560,2570,2575,2580,2590,2600,2610,2620,2630,2640,2650,2660,2700,5450,5460,2730,2740,2750,2760,2770,2780,2790,2800,3200,3400,3900,4000,5800,5810,5820,5830,5840,5841,5842,5843,5850,5860,5861,5862,5863,5864
835005950RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
727673808RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,Y,"NONE",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
895757896RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
133029140RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,,Y,Y,,Y,Y,Y,,,,"",Y,154408,52326,Y,,,,,,"",N,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
118849470RR0014,2023-12-31,27,,,,,,,,,,Y,"118849470RR0004","THE ROMAN CATHOLIC ARCHBISHOP OF VANCOUVER",N,N,Y,Y,N,,,,,,,Y,,Y,Y,,,,Y,,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
118804830RR0001,2023-12-31,27,,,,,,,,,,Y,"","",N,N,Y,N,N,,,,,,,,,,Y,,Y,Y,,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
872005046RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,Y,,,,,,,,,,,,,Y,"PUT DONATIONS BOXES AT STORES",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,N,,,,N,N,,,,
118824853RR0001,2023-12-31,27,,,,,,,,,,Y,"118792027RR0001","ASSOCIATED GOSPEL CHURCHES",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,Y,"ONLINE GIVING E.F.T'S",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
894125863RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,Y,,,,,,,,,Y,"VENDOR & CRAFT SALE",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,N,,,,
889161790RR0002,2023-12-31,27,,,,,,,,,,Y,"118967728RR0001","ANGLICAN CHURCH OF CANADA  DIOCESE OF HURON",N,N,Y,Y,N,,,,,,,Y,,,Y,,Y,,,,,,,,Y,"ANTIQUESHOW",N,,,,,,,,,"",,N,Y,N,Y,N,N,Y,N,N,,,,N,N,,,,
789550092RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,Y,,,,,Y,,Y,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,,,N,,,,N,,,,,
885467951RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
119202695RR0002,2023-12-31,27,,,,,,,,,,Y,"","DIOCESE OF HURON  LONDON  ONTARIO",N,N,Y,N,N,,,,,,,Y,,,,,,Y,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
889501797RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"PANCAKE SUPPER BAKE SALE",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
888880226RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,Y,,,,,,,,Y,Y,,,Y,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,Y,N,,,Y,Y,,,,
129029161RR0001,2023-12-31,27,,,,,,,,,,Y,"13035719RR0001","THE DIOCESAN OF FREDERICTON",N,N,Y,Y,N,,,,,Y,,Y,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,,,,,
119296135RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
118839877RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107544132RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,N,,,,
107585085RR0062,2023-12-31,27,,,,,,,,,,Y,"","ROMAN CATHOLIC DIOCESE OF PRINCE ALBERT",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118981620RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
119065704RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
888564846RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"WORD OF MOUTH",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
888531209RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,Y,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,N,,,,,
890608797RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,Y,,,Y,Y,Y,,,Y,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
119294353RR0001,2023-12-31,27,,,,,,,,,,Y,"108102435RR0003","United Church of Canada",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
107707218RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,Y,N,N,N,N,N,,,,N,N,,,,
119199834RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,Y,,,Y,,Y,Y,,,Y,,,,,"",N,,,,,,,,,"",,Y,Y,N,Y,N,N,N,N,N,,,,N,N,,,,
888788668RR0001,2023-12-31,27,,,,,,,,,,,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"PLANT SALE BAKE SALE",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
893155044RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
886779628RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
818086829RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,,,Y,,,Y,,,,,"",N,,,,,,,,,"",,N,Y,Y,N,N,N,N,N,N,,,,N,N,,,,
107444234RR0001,2023-12-31,27,,,,,,,,,,,"","",N,N,Y,Y,N,,,,,,,,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
852287937RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,N,,,,
887925469RR0001,2023-11-30,26,,,,,,,,,,N,"","",N,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
118872282RR0001,2023-09-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
119110450RR0058,2023-12-31,27,,,,,,,,,,Y,"119110450RR0003","The Roman Catholic Episcopal Corporation of the Diocese of Hamilton in Ontario",N,N,Y,Y,N,,,,,,,Y,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,N,,,,
889614368RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
868858564RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,,,,,Y,"LAND USE & RENTAL",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,N,,,,,,,,,
841432701RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,Y,,,,Y,Y,,,,,,,,,Y,"SALE OF COFFEE&CANDLE",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,N,,,,,
119289858RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
829004662RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,Y,,,,Y,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
137006284RR0001,2023-10-31,24,,,,,,,,,,N,"","",N,N,Y,N,N,N,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
118890706RR0001,2023-12-31,27,E1,70,"",F2,10,"",E5,10,"",Y,"","UNITED CHURCH OF CANADA",N,N,Y,Y,N,,,,,,,,,,Y,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
130994353RR0002,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,N,N,,,,
119194926RR0001,2023-12-31,27,,,,,,,,,,Y,"107505059RR0001","THE INCORPORATED SYNOD OF THE DIOCESE OF TORONTO",N,N,Y,Y,N,,,,,,Y,Y,,Y,Y,Y,,,Y,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,Y,N,,,,
118800200RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,Y,"WALK-A-THON MEMORIAL TREE.",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
841227796RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,N,,,,,
132410671RR0437,2023-12-31,27,,,,,,,,,,Y,"132410671RR0001","SSVP-NATIONAL COUNCIL",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,Y,"CHRISTMAS/EASTER CAMPAIGN",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,N,,,,N,N,,,,
119110450RR0116,2023-12-31,27,,,,,,,,,,Y,"119110450RR0116","The Roman Catholic Episcopal Corporation of the Diocese of Hamilton  in Ontario",N,N,Y,Y,N,,,,,,,Y,,Y,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
899801815RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,,,,,,
119105955RR0001,2023-11-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,Y,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
857341051RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,N,,,,,
132170853RR0001,2023-12-31,27,,,,,,,,,,Y,"107856619RR0001","THE 'PRESBYTERIAN CHURCH IN CANADA",N,N,Y,Y,N,,,,,,,Y,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,Y,N,N,N,N,N,,,,Y,N,,,,
889496774RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
107302804RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,Y,,Y,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,N,N,,,,
135244234RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,,,,,,,,,,Y,"CONFRENCE",N,,,,,,,,,"",,N,Y,Y,N,N,N,N,N,N,,,,Y,N,,,,
119144251RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118962810RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
119231835RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"SERVICE OFFERINGS",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
845780618RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,Y,,,,,Y,Y,,Y,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
808967301RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,Y,N,,,,
118854082RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
141034421RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,,,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
132410671RR0441,2023-12-31,27,,,,,,,,,,Y,"863042297RR0001","S.S.V.P. FOR THE RELIEF OF POVERTY EDMONTON CENTRAL COUNCIL",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
886258417RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,,,,,,,,,,,,,,,,,,,,,,,Y,"TOY DRIVE",,,,,,,,,,"",,,Y,,,,,,,,,,,N,N,,,,
833081474RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
812242170RR0001,2023-08-31,26,,,,,,,,,,Y,"814090874RR0001","THE BOARD OF EDUCATION OF THE PRAIRIE SPIRIT SCHOOL DIVISION NO. 206",N,Y,Y,N,N,,,,,,Y,,,,,,,,,Y,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
108145780RR0001,2023-12-31,27,C6,100,"",,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
758367882RR0001,2023-08-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
857802508RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
119267904RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
119272797RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,Y,,,Y,Y,,,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
872578042RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,,N,N,,,,,,,,,Y,,Y,Y,,,,Y,,,,,"",Y,3331,133,,,,Y,,,"",Y,N,N,N,N,N,N,N,N,N,,,,,,,,,
107668568RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"NO ACTIVE FUNDRAISING",N,,,,,,,,,"",,Y,Y,N,Y,N,N,N,N,N,,,,Y,N,,,,
118831585RR0001,2023-10-15,26,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119066462RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,,,,,,
888674041RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,Y,,,Y,Y,Y,,,,,,,,,Y,"BINGO-NIGHTS",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
119061422RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"BAR SALES",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,N,,,,,
892704859RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
801067984RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
790780126RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
787803899RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,,Y,,,,,,,,Y,"LEVÉE DE FONDS",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,N,,,,,
829162965RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,Y,,,,,,,Y,"OBJETS DE PIÉTÉ",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,Y,N,,,,
132517301RR0001,2023-10-31,26,,,,,,,,,,N,"","",,,,N,N,,,,,,,,,,,,,,,,,,,,Y,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,
758185086RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,Y,N,1,500,N,N,,,,
891499741RR0001,2023-06-30,25,,,,,,,,,,Y,"130918493RR0001","OEUVRES CHARITABLES DES CHEVALIERS DE COLOMB DU QUÉBEC INC.",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
107876476RR0004,2023-12-31,27,,,,,,,,,,Y,"107876476RR0001","THE ROMAN EPISCOPAL CORPORATION FOR THE DIOCESE OF SAULT STE-MARIE",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,N,,,,N,N,,,,
888235595RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,Y,,,,,,,,,Y,"DÉJEUNERS",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
894190123RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118927789RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,Y,"FORMATION  COTISATION",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,Y,,,,,
762898070RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
843969569RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
838872851RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
846652006RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
890484165RR0001,2023-06-30,26,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,Y,,,,,,Y,Y,,Y,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,N,,,,,,,,,
829527365RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,Y,,,,,
893292961RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,Y,,,,,,,,,Y,"BOUCHE À OREILLE",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
844898734RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,Y,,,,,,,,,,,,Y,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,N,,,,N,N,,,,
873764831RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,Y,,,,Y,,,,,Y,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
882929946RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,Y,,Y,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
886483999RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
803286830RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"REVENUS DE CONTRATS",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
894780147RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,Y,,,,Y,,,Y,Y,Y,,Y,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
829997683RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
130514532RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,N,N,N,,,,,Y,,,,Y,Y,,Y,Y,,Y,,Y,Y,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,Y,,,,,
852092733RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"FRIPERIE",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
132371568RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,Y,N,N,N,N,N,N,N,N,,,,Y,N,,,,
823061767RR0001,2023-12-31,27,E1,40,"",E2,30,"",E3,30,"",N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,Y,Y,0,0,N,N,,,,
824813976RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,Y,Y,,Y,,Y,,,,Y,"Barbecue",Y,2156,84,,,,Y,,,"",Y,N,N,N,N,N,N,N,N,N,,,,N,N,,,,
118843705RR0001,2023-12-31,27,,,,,,,,,,Y,"107833295RR0374","The Pentecostal Assemblies of Canada",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,Y,"Electronic giving options via website  online banking  credit & debit card transactions.",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,N,N,,,,
119217990RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,Y,,Y,,,Y,,Y,,Y,Y,,,Y,Y,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,N,,,,,,,,,
798564696RR0001,2023-10-31,26,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,,,,,Y,,,,,Y,"Silent Auction",Y,57019,2050,,,,Y,,,"",Y,N,Y,N,Y,N,N,N,N,N,,,,,,,,,
897340303RR0001,2023-12-31,27,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,Y,N,1,700,N,N,,,,
871985305RR0001,2023-10-31,26,,,,,,,,,,N,"","",Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,N,,,,,,,,,
