BN,Category,Sub Category,Designation,Legal Name,Account Name,Address Line 1,Address Line 2,City,Province,Postal Code,Country
124654922RR0001,0160,0006,C,"BRADFORD PROGRESS CHILD CARE CENTRE INC","Bradford Progress Child Care Centre Inc.","118 BARRIE ST","PO BX 644","BRADFORD",ON,L3Z2B4,CA
119020865RR0001,0060,0002,C,"LIONS GATE BUDDHIST PRIORY","LIONS GATE BUDDHIST PRIORY","P.O BOX 701","","LYTTON",BC,V0K1Z0,CA
107503435RR0001,0030,0004,C,"IMMANUEL BAPTIST CHURCH","IMMANUEL BAPTIST CHURCH","BOX 747","","FENELON FALLS",ON,K0M1N0,CA
861877157RR0001,0011,0004,C,"FONDATION SALABERRY","FONDATION SALABERRY","759 SQUARE VICTORIA  SUITE 520","","MONTREAL",QC,H2Y2J3,CA
142677590RR0001,0012,0099,C,"Société du palais Montcalm Inc.","SOCIÉTÉ DU PALAIS MONTCALM INC.","995  PLACE D'YOUVILLE","","QUEBEC",QC,G1R3P1,CA
834702367RR0001,0070,0005,C,"PRESBYTERIAN WOMEN'S MISSIONARY SOCIETY  WESTERN DIVISION  SOUTH KINLOSS AFTERNOON AUXILIARY  SOUTH KINLOSS PRESBYTERIANCHURCH","PRESBYTERIAN WOMEN'S MISSIONARY SOCIETY  WESTERN DIVISION  SOUTH KINLOSS AFTERNOON AUXILIARY  SOUTH KINLOSS PRESBYTERIAN CHURCH","20 - 550 MONTGOMERY LANE","RR 3","LUCKNOW",ON,N0G2H0,CA
118942143RR0001,0160,0099,C,"GOSNELL UNITED CHURCH CEMETERY","GOSNELL UNITED CHURCH CEMETERY","14782 TURIN LINE","RR 3","THAMESVILLE",ON,N0P2K0,CA
830756821RR0001,0100,0002,C,"MILDMAY COMMUNITY HEALTH FOUNDATION","Mildmay Community Health Foundation","12 ABSALOM STREET EAST","PO BOX 427","MILDMAY",ON,N0G2J0,CA
823754148RR0001,0030,0099,C,"SOUTHDALE BIBLE CHAPEL","SOUTHDALE BIBLE CHAPEL","1214 SOUTHDALE RD. E.","","LONDON",ON,N6E1B4,CA
108147885RR0001,0030,0005,C,"UKRAINIAN CATHOLIC PARISH OF ST JOHN THE BAPTIST","UKRAINIAN CATHOLIC PARISH OF ST. JOHN THE BAPTIST","BOX 878","","NEEPAWA",MB,R0J1H0,CA
119034908RR0001,0210,0002,A,"MAUNDERS MCNEIL FOUNDATION INC.","MAUNDERS MCNEIL FOUNDATION INC.","4  12110-40TH ST SE","","CALGARY",AB,T2Z4K6,CA
119235877RR0001,0070,0099,C,"GREATER MONCTON Y.M.C.A. INC.","THE GREATER MONCTON YMCA","30 WAR VETERANS AVE","","MONCTON",NB,E1C0B3,CA
119180792RR0001,0030,0013,C,"ST JOHN'S LATVIAN LUTERAN CHURCH","ST JOHN'S LATVIAN LUTERAN CHURCH","1359 CAWTHORPE ST","","SUDBURY",ON,P3G1C1,CA
119043750RR0001,0200,0099,C,"MISSISSIPPI VALLEY TEXTILE MUSEUM","MISSISSIPPI VALLEY TEXTILE MUSEUM","BOX 784","","ALMONTE",ON,K0A1A0,CA
119300671RR0001,0160,0099,C,"WINKLER EMERGENCY SERVICES INC.","WINKLER EMERGENCY SERVICES INC","290 PEMBINA AVE","","WINKLER",MB,R6W2T6,CA
771007002RR0001,0190,0099,C,"Arts for Canadians Tomorrow Society","Arts for Canadians Tomorrow Society","128 MORSE ST","","TORONTO",ON,M4M2P8,CA
886439793RR0001,0200,0099,C,"THE ONOWAY LIBRARY BOARD","THE ONOWAY LIBRARY BOARD","BOX 484","","ONOWAY",AB,T0E1V0,CA
891000796RR0001,0011,0003,C,"DR. A. ROSS TILLEY PLASTIC AND RECONSTRUCTIVE SURGERY FOUNDATION","DR. A. ROSS TILLEY PLASTIC AND RECONSTRUCTIVE SURGERY FOUNDATION","75 POSEIDON BAY","","WINNIPEG",MB,R3M3E4,CA
836361972RR0001,0011,0099,C,"Bessie Nichols School Fundraising Society","Bessie Nichols School Fundraising Society","189 HEMINGWAY ROAD","","EDMONTON",AB,T6M2Z7,CA
890576242RR0001,0200,0005,C,"Camp Adonai","CAMP ADONAI","497 WICHERS WAY","P.O. BOX 827","WINCHESTER",ON,K0C2K0,CA
895020311RR0001,0030,0099,C,"FAITH HOUSE APOSTOLIC CHURCH OF JESUS CHRIST","FAITH HOUSE APOSTOLIC CHURCH OF JESUS CHRIST","335 CULFORD ROAD","","NORTH YORK",ON,M6L2V6,CA
107365405RR0001,0030,0005,C,"LA FABRIQUE DE LA PAROISSE DE SAINT-AUBERT","LA FABRIQUE DE LA PAROISSE DE SAINT-AUBERT","41 RUE PRINCIPALE O","","SAINT-AUBERT",QC,G0R2R0,CA
140803826RR0001,0030,0004,C,"FOUNDATION BAPTIST CHURCH OF CALGARY","FOUNDATION BAPTIST CHURCH OF CALGARY","226 BRIDLEWOOD ROAD SW","","CALGARY",AB,T2Y3X2,CA
890309446RR0001,0030,0015,C,"FRANKLIN CENTRE UNITED CHURCH","FRANKLIN CENTRE UNITED CHURCH","396 202 RTE","","FRANKLIN",QC,J0S1E0,CA
107507774RR0001,0030,0099,C,"INSPIRATION MINISTRIES","INSPIRATION MINISTRIES","BOX 44","","MARGO",SK,S0A2M0,CA
107770968RR0001,0070,0005,C,"KUROKI NEW LIFE COMMUNITY CHURCH","KUROKI NEW LIFE COMMUNITY CHURCH INC.","BOX 146","","KUROKI",SK,S0A1Y0,CA
107406316RR0057,0030,0099,C,"The Free Methodist Church in Canada","Shiloh Community Church  Seeley's Bay  Ontario","POST OFFICE BOX 269","","SEELEY'S BAY",ON,K0H2N0,CA
108024407RR0001,0030,0015,C,"ST. JOHN'S UNITED CHURCH","ST. JOHN'S UNITED CHURCH","BOX 340","","KEMPTVILLE",ON,K0G1J0,CA
811673128RR0001,0030,0099,C,"LA IGLESIA DEL CAMINO THE CHURCH OF THE WAY","La Iglesia Del Camino The Church Of The Way","209-105 LA ROSE AVENUE","","ETOBICOKE",ON,M9P1A9,CA
119008654RR0001,0200,0009,C,"L'ASSOCIATION DU MONUMENT NATIONAL DE NOTRE-DAME DE L'ASSOMPTION INC.","L'ASSOCIATION DE MONUMENT NATIONAL-DE-NOTRE-DAME DE L'ASSOMPTION INC.","2 RUE ST JOSPEH","","ROGERSVILLE",NB,E4Y2H2,CA
132410671RR0538,0001,0099,C,"Société de Saint-Vincent de Paul-Conseil national du Canada Society of Saint-Vincent de Paul-National council of Canada","La société de Saint-Vincent de Paul - Conférence Marie-Guyart Université Laval (Québec  Québec)","2325 RUE DE LA VIE-ETUDIANTE","UNITE 581","QUEBEC",QC,G1V0B1,CA
893989061RR0001,0030,0012,C,"ASSOCIATED PRESBYTERIAN CHURCH","ASSOCIATED PRESBYTERIAN CHURCH VANCOUVER","4830 LAUREL ST","","VANCOUVER",BC,V5Z3W1,CA
119146066RR0001,0001,0099,C,"SERVICE D'ASSISTANCE (EMILIE GAMELIN) (DAMES CHARITABLES)","SERVICE D'ASSISTANCE (EMILIE GAMELIN) (DAMES CHARITABLES)","944  RUE NOTRE-DAME SUD","","LOUISEVILLE",QC,J5V2L4,CA
856354709RR0001,0030,0099,C,"POWER OF LOVE MINISTRY INC","POWER OF LOVE MINISTRY INC","700 PROGRESS AVENUE ","UNIT #6","SCARBOROUGH",ON,M1H2Z7,CA
787342286RR0001,0210,0002,B,"Beutel goodman charitable foundation","Beutel Goodman Charitable Foundation / Fondation Beutel Goodman","20 EGLINTON AVENUE WEST","SUITE 2000","TORONTO",ON,M4R1K8,CA
107560450RR0001,0030,0099,C,"KEELE STREET CHRISTIAN CHURCH","KEELE STREET CHRISTIAN CHURCH","97 ANNETTE ST","","TORONTO",ON,M6P1N7,CA
118944420RR0001,0030,0009,C,"GRACE MENNONITE FELLOWSHIP CHURCH","GRACE MENNONITE FELLOWSHIP CHURCH","44 CENTENNIAL CRES","","NEW HAMBURG",ON,N3A1K9,CA
867058497RR0001,0200,0006,C,"COMMITTEE FOR THE LOWER ARGYLE HARBOUR VIEW CEMETERY","COMMITTEE FOR THE LOWER ARGYLE HARBOUR VIEW CEMETERY","3143 HIGHWAY 3","RR 1","LOWER ARGYLE",NS,B0W1W0,CA
889751939RR0001,0200,0016,C,"Société d'aménagement et d'exploitation du parc linéaire Témiscamingue","SOCIETE D'AMENAGEMENT ET D'EXPLOITATION DU PARC LINEAIRE TEMISCAMINGUE","7-B  RUE DES OBLATS NORD","","VILLE-MARIE",QC,J9V1H9,CA
866186851RR0001,0210,0002,A,"VIVE LA VIE - I LOVE LIFE INC.","VIVE LA VIE - I LOVE LIFE INC.","15  RUE PRINCIPALE NORD","","MONTCERT-LYTTON",QC,J0W1N0,CA
771105699RR0001,0040,0099,C,"NORTH-VALLEY ISLAMIC CENTRE","North-Valley Islamic Centre","107 - 423 WANLESS DR","","BRAMPTON",ON,L7A0N9,CA
832849947RR0001,0010,0099,B,"WALKER WOOD FOUNDATION","WALKER WOOD FOUNDATION","287 - 1083 QUEEN ST","","HALIFAX",NS,B3H0B2,CA
130945447RR0001,0030,0005,C,"LA FABRIQUE DE LA PAROISSE DE SAINT-BENOIT","LA FABRIQUE DE LA PAROISSE DE SAINT BENOIT ARCHIDIOCESE DE MONTREAL","10530  WAVERLY","","MONTRÉAL",QC,H3L2W6,CA
817250459RR0001,0070,0099,C,"HOPE FOR THE FUTURE MINISTRIES","Hope for the Future Ministries","60 OSBORNE CORNER RD","","OSBORNE CORNER",NB,E4H3V3,CA
107833394RR0116,0030,0011,C,"PENTECOSTAL ASSEMBLIES OF NEWFOUNDLAND AND LABRADOR CORPORATION","PENTECOSTAL ASSEMBLY","PO BOX 39","","COTTLES ISLAND",NL,A0G1S0,CA
119056547RR0001,0030,0004,C,"NEW SARUM BAPTIST CHURCH","NEW SARUM BAPTIST CHURCH","506-96 MOORE ST","","ST THOMAS",ON,N5R0N1,CA
131877243RR0001,0030,0005,C,"LA FABRIQUE DE LA PAROISSE DE NOTRE-DAME-DE-LIESSE","LA FABRIQUE DE LA PAROISSE DE NOTRE-DAME-DE-LIESSE","103  RUE DE L'EGLISE","","RIVIERE-OUELLE",QC,G0L2C0,CA
119023984RR0001,0030,0099,C,"LONDON NORTH PARK COMMUNITY CHURCH","LONDON NORTH PARK COMMUNITY CHURCH","1510 FANSHAWE PARK RD E","","LONDON",ON,N5X4A3,CA
869682898RR0001,0001,0099,C,"MAISON LA TRACE","MAISON LA TRACE","245 STE-URSULE","","L'ASSOMPTION",QC,J5W1M6,CA
898291000RR0001,0090,0001,A,"FONDATION SAINTE-PHILOMENE DE MONTCERF-LYTTON INC.","FONDATION SAINTE-PHILOMENE DE MONTCERF-LYTTON INC.","15 MAIN STREET","","MONTCERF-LYTTON",QC,J0W1N0,CA
107020331RR0020,0030,0005,C,"THE ROMAN CATHOLIC BISHOP OF SAINT JOHN","Our Lady of Lourdes Parish","12 ST. PATRICK'S DR","","MIRAMICHI",NB,E1N5T9,CA
889116794RR0001,0210,0001,B,"ALWARD CHARITABLE FOUNDATION INC","ALWARD CHARITABLE FOUNDATION  INC","P.O. BOX 2001","","HAVELOCK",NB,E4Z6H3,CA
875455727RR0001,0200,0006,C,"BARRINGTON CEMETERY ASSOCIATION","BARRINGTON CEMETERY ASSOCIATION","9 HIBBERT STREET","","CLARKS HARBOUR",NS,B0W1P0,CA
107403933RR0001,0200,0099,C,"FRASER VALLEY REGIONAL LIBRARY","FRASER VALLEY REGIONAL LIBRARY","34589 DELAIR RD","","ABBOTSFORD",BC,V2S5Y1,CA
811795632RR0001,0030,0099,C,"Église pentecôte francophone de Sudbury","Église Pentecôte francophone de Sudbury","2 COGNAC CRT","","SUDBURY",ON,P3E6L4,CA
107286627RR0001,0030,0099,C,"EGLISE BIBLIQUE PIERRE ANGULAIRE","EGLISE BIBLIQUE PIERRE ANGULAIRE","7137  AV. DES ERABLES","","MONTRÉAL",QC,H2E2R1,CA
889100848RR0001,0200,0009,C,"FREDERICTON HERITAGE TRUST","FREDERICTON HERITAGE TRUST","PO BOX 546","","FREDERICTON",NB,E3B5A6,CA
817163512RR0001,0030,0005,C,"ST. PATRICK'S ROMAN CATHOLIC PARISH (FORT AUGUSTUS) INC.","ST. PATRICK'S ROMAN CATHOLIC PARISH (FORT AUGUSTUS) INC.","PO BOX 24073 RPO STRATFORD","","STRATFORD",PE,C1B2V5,CA
130152838RR0001,0030,0005,C,"LA FABRIQUE DE LA PAROISSE DE SAINT-LAURENT-DE-CHARLEVOIX","Fabrique de la Paroisse de Saint-Laurent-de-Charlevoix","CP 250-353 ST-ETIENNE","","LA MALBAIE",QC,G5A1T8,CA
870908308RR0001,0200,0010,C,"DISTRICT OF SQUAMISH MUNICIPAL LIBRARY","DISTRICT OF SQUAMISH MUNICIPAL LIBRARY","37907 - 2ND AVENUE","P. O. BOX 1039","SQUAMISH",BC,V8B0A7,CA
825299670RR0002,0210,0002,C,"SHRINERS OF BRITISH COLUMBIA & YUKON CHILD SERVICES SOCIETY","Shriners of British Columbia & Yukon Child Services Society","102 - 4238 LOZELLS AVE","","BURNABY",BC,V5A0C4,CA
118943778RR0001,0030,0013,C,"GRACE EVANGELICAL LUTHERAN CHURCH","GRACE EVANGELICAL LUTHERAN CHURCH","PO BOX 206","","RUSSELL",MB,R0J1W0,CA
107407983RR0001,0001,0099,C,"RONALD MCDONALD HOUSE SASKATCHEWAN INC.","RONALD MCDONALD HOUSE SASKATCHEWAN INC.","1011 UNIVERSITY DR","","SASKATOON",SK,S7N0K4,CA
118908193RR0001,0030,0005,C,"LA FABRIQUE DE LA PAROISSE SAINT-BARNABE","FABRIQUE DE LA PAROISSE ST-BARNABE-DE-LANDRIENNE","LANDRIENNE","","LANDRIENNE",QC,J0Y1V0,CA
118923614RR0001,0015,0002,B,"Fondation J-Louis Lévesque","FONDATION J-LOUIS LEVESQUE","1176 RUE SHERBROOKE O","","MONTREAL",QC,H3A1H6,CA
775957079RR0001,0210,0002,B,"Steve Potter Family Foundation","Steve and Chris Potter Families Foundation","3477 CRESCENT HARBOUR RD","","INNISFIL",ON,L9S2Y7,CA
871247649RR0001,0210,0002,B,"THE CLYR CHARITABLE FOUNDATION","THE CLYR CHARITABLE FOUNDATION","201 BRIDGELAND AVE.","","TORONTO",ON,M6A1Y7,CA
118924133RR0001,0001,0099,C,"FONDATION MEDICALE AGAPE","FONDATION MEDICALE AGAPE","105 CH DES IRLANDAIS","","BROMONT",QC,J2L3B6,CA
853212587RR0001,0210,0002,B,"THE AULIS CHARITABLE FOUNDATION","The Aulis Charitable Foundation","345 HILLHURST BOULEVARD","","TORONTO",ON,M6B1M9,CA
133048645RR0001,0001,0099,C,"BIKUR CHOLIM","BIKUR CHOLIM","506 COLDSTREAM AVE","","NORTH YORK",ON,M6B2K6,CA
118926682RR0001,0001,0099,C,"Fonds Marguerite-Bourgeoys","FONDS MARGUERITE-BOURGEOYS","2330 RUE SHERBROOKE OUEST","","MONTREAL",QC,H3H1G8,CA
874146814RR0001,0030,0099,C,"ST. NICHOLAS ORTHODOX CHURCH OF NAROL INCORPORATED","ST. NICHOLAS ORTHODOX CHURCH OF NAROL INCORPORATED","5635 HENDERSON HIGHWAY","","NAROL",MB,R1C0B6,CA
141155150RR0001,0011,0099,B,"FONDATION DUPONT","Fondation Dupont","3229 CH DES QUATRE-BOURGEOIS","UNITE 500","QUEBEC",QC,G1W0C1,CA
717091474RR0001,0050,0099,C,"JEM Canada","JEM Canada","8001 BATHURST ST","","THORNHILL",ON,L4J8L5,CA
739709087RR0001,0030,0099,C,"THE LOVE PAVILION","The Love Pavilion","941 MANDOLIN PL","","MISSISSAUGA",ON,L5W1S3,CA
700993710RR0001,0012,0099,C,"EDA Foundation","EDA Foundation","993 ERNEST COUSINS CIRCLE","","NEWMARKET",ON,L3X0A2,CA
129923314RR0001,0030,0004,C,"FIRST BAPTIST CHURCH OF OWEN SOUND","FIRST BAPTIST CHURCH OF OWEN SOUND","990 4TH AVE E","","OWEN SOUND",ON,N4K2P1,CA
891010647RR0001,0030,0015,C,"RAVENSHOE UNITED CHURCH","RAVENSHOE UNITED CHURCH","3252 RAVENSHOE RD","","QUEENSVILLE",ON,L0G1R0,CA
107586752RR0001,0030,0005,C,"LA FABRIQUE DE LA PAROISSE DE SAINTE-AGNES","LA FABRIQUE DE LA PAROISSE DE SAINTE-AGNÈS","4872 RUE LAVAL","","LAC-MEGANTIC",QC,G6B1E1,CA
878052125RR0001,0210,0002,B,"THE BLUE LUPIN FOUNDATION","THE BLUE LUPIN FOUNDATION","19 TUDOR GATE","","NORTH YORK",ON,M2L1N3,CA
894291079RR0001,0030,0005,C,"La fabrique de la Paroisse du Bienheureux-Louis-Zéphirin-Moreau","La fabrique de la Paroisse du Bienheureux-Louis-Zéphirin-Moreau","865 AV DES HIRONDELLES","","BÉCANCOUR",QC,G9H4L2,CA
888744778RR0001,0210,0002,B,"CARSLEY FAMILY FOUNDATION / FONDATION FAMILIALE CARSLEY","CARSLEY FAMILY FOUNDATION/FONDATION FAMILIALE CARSLEY","1150 - 1 CAR WESTMOUNT","","WESTMOUNT",QC,H3Z2P9,CA
814730271RR0001,0210,0002,B,"HARVEY AND ANNICE FRISCH FAMILY FOUNDATION","HARVEY AND ANNICE FRISCH FAMILY FOUNDATION","26 AVA ROAD","","TORONTO",ON,M5P1Y2,CA
810626952RR0001,0100,0014,C,"REGROUPEMENT DES STOMISÉS QUÉBEC-LÉVIS INC.","Regroupement des stomisés Québec-Lévis inc.","5455 AV DE GAULLE","","QUEBEC",QC,G1H4J3,CA
881307920RR0001,0070,0019,C,"EDMONTON BIBLE & GOSPEL HALL","EDMONTON BIBLE & GOSPEL HALL","7051 68 AVE NW","","EDMONTON",AB,T6B3E3,CA
871573267RR0001,0030,0004,C,"BALCARRES BAPTIST CHURCH INC","BALCARRES BAPTIST CHURCH","BOX 766","","BALCARRES",SK,S0G0C0,CA
132177486RR0001,0200,0007,C,"MIDWAY COMMUNITY CENTER","MIDWAY COMMUNITY CENTRE","RR 1","","CARSTAIRS",AB,T0M0N0,CA
119295095RR0001,0200,0010,C,"WESTMOUNT PUBLIC LIBRARY","Westmount Public Library","4574 SHERBROOKE ST. WEST","","WESTMOUNT",QC,H3Z1G1,CA
761828276RR0001,0150,0004,C,"CYCLING WITHOUT AGE - BROCKVILLE","Cycling Without Age - Brockville","4 CROSS AVE","","LYN",ON,K6T1B5,CA
108231077RR0001,0030,0012,C,"ZION PRESBYTERIAN CHURCH","ZION PRESBYTERIAN CHURCH","PO BOX 103","","CHARLOTTETOWN",PE,C1A7K2,CA
107664013RR0001,0030,0099,C,"MARANATHA CHRISTIAN REFORMED CHURCH","MARANATHA CHRISTIAN REFORMED CHURCH","PO BOX 20008 RPO BEVERLY","","EDMONTON",AB,T5W5E6,CA
862421740RR0001,0030,0099,C,"GOSPEL LIGHT APOSTOLIC CHURCH OF CANADA","GOSPEL LIGHT APOSTOLIC CHURCH OF CANADA","117 COGHILL DR","","CONCORD",ON,L4K1M6,CA
889039194RR0001,0030,0012,C,"ST PAUL'S PRESBYTERIAN CHURCH","ST PAUL'S PRESBYTERIAN CHURCH","166-168 JOHN STREET","","HAWKESBURY",ON,K6A1X9,CA
815532031RR0001,0210,0002,B,"Adler & Lipkus Foundation","Adler & Lipkus Foundation","120 MARKWOOD LANE","","THORNHILL",ON,L4J7K7,CA
834717050RR0001,0070,0002,C,"L'AIDE AUX MISSIONS","L'AIDE AUX MISSIONS / AID TO MISSIONS","7625 BOUL PARENT","","TROIS-RIVIERES",QC,G9C0M5,CA
849346960RR0001,0100,0014,C,"Parkinson Montréal-Laval","Parkinson Montréal-Laval","560 RUE ONTARIO E","","MONTREAL",QC,H2L0B6,CA
119017739RR0001,0070,0002,C,"LES SOEURS DE LA VISITATION D' OTTAWA","LES SOEURS DE LA VISITATION D' OTTAWA","424 MONTREAL RD","","OTTAWA",ON,K1K0V3,CA
129921276RR0001,0030,0005,C,"La fabrique de la paroisse Saints-Apotres","La Fabrique de la paroisse Saints-Apôtres","295 RUE SAINT-JACQUES N","","COATICOOK",QC,J1A2R2,CA
107568412RR0001,0030,0015,C,"KILLARNEY UNITED CHURCH","KILLARNEY PASTORAL CHARGE","BOX 9","","KILLARNEY",MB,R0K1G0,CA
138656566RR0001,0010,0099,C,"CHILD CARE PROVIDERS RESOURCE NETWORK OF OTTAWA-CARLETON/LE RESEAU DES INTERVENANTES EN SERVICES DE GARDE A DOMICILE D'OTTAWA","CHILD CARE PROVIDERS RESOURCE NETWORK OF OTTAWA-CARLETON","#M046 - 4338 INNES RD","","ORLEANS",ON,K4A3W3,CA
142468388RR0001,0200,0009,C,"Corporation du Centre D'Initiation au Patrimoine - la GrandeFerme","Corporation du centre d'initiation au patrimoine La Grande Ferme","800 CH DU CAP-TOURMENTE","","ST-JOACHIM-DE-MONTMORENCY",QC,G0A3X0,CA
819523317RR0001,0200,0008,C,"NORFOLK COUNTY SPORTS HALL OF RECOGNITION","Norfolk County Sports Hall of Recognition","182 SOUTH DR","","SIMCOE",ON,N3Y1G6,CA
819908542RR0001,0030,0099,C,"PARISH OF THE HOLY CROSS","PARISH OF THE HOLY CROSS","116 MORLEY ROAD","R.R. 1","SYDNEY FORKS",NS,B1L1E2,CA
860957570RR0001,0012,0003,C,"PRODUCTIONS DU RACCOURCI","PRODUCTIONS DU RACCOURCI","41 4E AVENUE OUEST","","AMOS",QC,J9T1P7,CA
140508276RR0001,0170,0001,C,"Groupe d'éducation et d'écosurveillance de l'eau (G3E)","Groupe d'éducation et d'écosurveillance de l'eau (G3E)","69 AVE JUCHEREAU","CP 700","QUÉBEC",QC,G1R4S9,CA
826237729RR0001,0015,0002,A,"FONDATION HISTOIRE QUEBEC","FONDATION HISTOIRE QUÉBEC","4545 AV PIERRE-DE COUBERTIN","","MONTREAL",QC,H1V0B2,CA
831863758RR0001,0011,0099,C,"WTS CANADIAN EDUCATION FOUNDATION","WTS Canadian Education Foundation","PO BOX 10026 LCD PACIFIC","","VANCOUVER",BC,V7Y1B3,CA
118793074RR0053,0030,0001,C,"L'Église Adventiste du Septième Jour-Fédération du Québec / Seventh-Day Adventist Church Quebec Conference","Seventh-day Adventist Church - Mount Carmel","PO BOX 63600 CSP","","MONTREAL",QC,H3W3H8,CA
867418642RR0001,0030,0099,C,"RUTHENIAN GREEK CATHOLIC PARISH OF SVIATOHO DUCHA (HOLY GHOST)","RUTHENIAN GREEK CATHOLIC PARISH OF SVIATOHO DUCHA (HOLY GHOST)","210 VETERANS DR","","DAUPHIN",MB,R7N3K4,CA
119061067RR0001,0030,0004,C,"NORTH RANGE UNITED BAPTIST CHURCH","NORTH RANGE UNITED BAPTIST CHURCH","1081 RIDGE RD R.R.1","","BARTON",NS,B0W1H0,CA
873813018RR0001,0011,0003,C,"CANADIAN FRIENDS OF TOLDOS TZVI","CANADIAN FRIENDS OF TOLDOS TZVI","459 OUTREMONT AVENUE","","OUTREMONT",QC,H2V3M4,CA
891480998RR0001,0001,0099,C,"DEPANNAGE STE-MADELEINE INC","DEPANNAGE STE-MADELEINE INC","440 RUE DU CHARBONNIER","","TROIS-RIVIERES",QC,G8T6S6,CA
846697134RR0001,0030,0004,C,"CALVARY BAPTIST CHURCH BURLINGTON","Calvary Baptist Church Burlington","2458 ST FRANCES DRIVE","","BURLINGTON",ON,L7P1V5,CA
131670002RR0001,0200,0005,C,"SOCIETY OF THE FRIENDS OF STRATHCONA PARK","SOCIETY OF FRIENDS OF STRATHCONA PARK","PO BOX 3404","","COURTENAY",BC,V9N5N5,CA
872526769RR0001,0030,0002,C,"ST ANDREW'S ANGLICAN CHURCH","ST ANDREW'S ANGLICAN CHURCH","8  LOCKS ROAD","","DARTMOUTH",NS,B2X2J4,CA
774239321RR0001,0030,0099,C,"COWICHAN VALLEY MONTHLY MEETING  RELIGIOUS SOCIETY OF FRIENDS","Cowichan Valley Monthly Meeting  Religious Society of Friends","2388 SEINE RD","","NORTH COWICHAN",BC,V9L3B1,CA
119002483RR0001,0060,0005,B,"LAKE COWICHAN KHALSA DIWAN SOCIETY","Lake Cowichan Khalsa Diwan Society","P.O. BOX 684","","LAKE COWICHAN",BC,V0R2G0,CA
119148740RR0001,0030,0099,C,"Sherwood Christian Church Inc.","Sherwood Christian Church Inc.","9 LILAC AVENUE","","SHERWOOD",PE,C1A6L1,CA
133049593RR0001,0060,0003,C,"HINDU TEMPLE OF OTTAWA-CARLETON INC","HINDU TEMPLE OF OTTAWA-CARLETON INC","4835 BANK ST","HIGHWAY 31","GLOUCESTER",ON,K1X1G6,CA
889713160RR0001,0070,0099,C,"Assemblée évangélique Najoth","ASSEMBLEE EVANGELIQUE NAJOTH","784 7E RANG","","SAINTE-CLOTILDE-DE-BEAUCE",QC,G0N1C0,CA
825017700RR0001,0210,0002,B,"FONDATION FAMILLE CURADEAU-GROU","Fondation famille Curadeau-Grou","717 RUE DUNLOP","","OUTREMONT",QC,H2V2W5,CA
849547203RR0001,0030,0099,C,"Église pentecote la nouvelle Jérusalem iglesia pentecostal la nueva Jerusalen","Église pentecôte la nouvelle Jérusalem / Iglesia Pentecostal La Nueva Jerusalen","7 - 9071 BOUL PIE-IX","","MONTREAL",QC,H1Z3V7,CA
889259040RR0001,0210,0002,B,"LA FONDATION MARCEL LACROIX INC","LA FONDATION MARCEL LACROIX INC","C.P. 47100","","QUÉBEC",QC,G1S4X1,CA
892044645RR0001,0200,0099,C,"FONDATION DE LA BIBLIOTHEQUE MEMPHREMAGOG INC.","FONDATION DE LA BIBLIOTHÈQUE MEMPHRÉMAGOG INC.","90  RUE SAINT-DAVID","","MAGOG",QC,J1X0H9,CA
801580523RR0001,0001,0013,B,"FONDATION NATIONEX POUR L'ENFANCE","Fondation Nationex Pour L'enfance","3505 BOUL LOSCH","","SAINT-HUBERT",QC,J3Y5T7,CA
101836377RR0001,0011,0099,B,"FONDATION MARTINEAU-DRAPEAU","FONDATION MARTINEAU-DRAPEAU","5700 AV DES PLAINES","","MONTREAL",QC,H1T2X1,CA
892906769RR0001,0070,0099,C,"LES OEUVRES DE LA COMMUNAUTE JESUS-EST-SEIGNEUR INC.","Les Oeuvres de la Communauté Jésus-est-Seigneur Inc.","833 RUE PERREAULT EST","","ROUYN-NORANDA",QC,J9X5H5,CA
842862260RR0001,0200,0009,B,"CENTRAL CHEBOGUE UNITED BAPTIST CHURCH HERITAGE SOCIETY","Central Chebogue United Baptist Church Heritage Society","495 GREENVILLE ROAD  RR #4","","YARMOUTH",NS,B5A4A8,CA
108084658RR0058,0030,0002,C,"The Incorporated Synod Of The Diocese Of Ottawa","HOLY TRINITY CHURCH (METCALFE)","8140 VICTORIA ST","","METCALFE",ON,K0A2P0,CA
119273522RR0001,0030,0005,C,"UKRAINIAN CATH EPISC CORP OF SASK ASCENSION OF OUR LORD UKRA","UKRAINIAN CATHOLIC EPISCOPAL CORP. OF SASKATCHEWAN ASCENSION OF OUR LORD UKRAINIAN CATHOLIC CHURCH","PO BOX 503","","ABERDEEN",SK,S0K0A0,CA
119073757RR0001,0030,0005,C,"OUR LADY OF THE NATIVITY PARISH","OUR LADY OF THE NATIVITY PARISH","PO BOX 37","","MCCREARY",MB,R0J1B0,CA
105027692RR0001,0200,0005,C,"ST. JEAN BAPTISTE PARKS AND RECREATION ASSOCIATION INC.","ST. JEAN BAPTISTE PARKS AND RECREATION ASSOCIATION INC.","PO BOX 276","","ST JEAN BAPTISTE",MB,R0G2B0,CA
860671874RR0001,0030,0099,C,"ENCORE MINISTRIES OF CALGARY","Encore Ministries of Calgary","458 35 AVE NW","","CALGARY",AB,T2K0C1,CA
835849910RR0001,0210,0002,B,"GEORGE BROWN MEMORIAL FOUNDATION","George Brown Memorial Foundation","50 BROCK ST","","BARRIE",ON,L4N2L7,CA
